crop_code,crop_name,crop_name_en,EC_trans_n,EC_hcat_n,EC_hcat_c,mixed_crops,country_code,Note / Variety Name
45123,ΜΑΝΙΤΑΡΙΑ BLACK PEARL OYSTER ( Pleurotus ostreatus),Mushrooms Black Pearl Oyster ( Pleuro[...],Mushrooms Black Pearl Oyster ( Pleuro[...],mushrooms_energy_genetically_modified_crops,3304000000,0,EL,Black Pearl Oyster (Pleurotus ostreatus)
45124,ΜΑΝΙΤΑΡΙΑ CORDYCEPS ( Cordyceps militaris),Mushrooms Cordyceps ( Cordyceps milit[...],Mushrooms Cordyceps ( Cordyceps milit[...],mushrooms_energy_genetically_modified_crops,3304000000,0,EL,Cordyceps (Cordyceps militaris)
45125,ΜΑΝΙΤΑΡΙΑ KING STROPHARIA (Stropharia rugosoannulata),Mushrooms King Stropharia (Strophari[...],Mushrooms King Stropharia (Strophari[...],mushrooms_energy_genetically_modified_crops,3304000000,0,EL,Wine Cap (Stropharia rugosoannulata)
45126,ΜΑΝΙΤΑΡΙΑ ΒΩΛΙΤΗΣ Ο ΕΔΩΔΙΜΟΣ (Boletus edulis),Mushrooms Porcini / Edible Bolete (Bolet[...],Mushrooms Porcini / Edible Bolete (Bolet[...],mushrooms_energy_genetically_modified_crops,3304000000,0,EL,Porcini (Boletus edulis)
18101,ΣΙΝΑΠΙ,Mustard,Mustard,mustard,3301210100,0,EL,Mustard (Sinapis alba or Brassica nigra)
610010,ΑΓΡΑΝΑΠΑΥΣΗ ΠΑΡΕΚΚΛΙΣΗ - ΒΡΟΥΒΑ,Fallow Land Deviation - Charlock / Wild Mustard,Fallow Land Deviation - Charlock / Wild Mustard,fallow_land_not_crop,3301110000,0,EL,Charlock (Sinapis arvensis)
14038,ΝΕΚΤΑΡΙΝΙΑ ΕΠΙΤΡΑΠΕΖΙΑ ΥΠΕΡΠΡΩΙΜΑ,Extra Early Table Nectarines,Extra Early Table Nectarines,nectarine,3303010900,0,EL,Nectarine (Prunus persica var. nucipersica)
66108,ΝΕΚΤΑΡΙΝ ΜΕΪΜΠΕΛ,Nectarine Maybel,Nectarine Maybel,nectarine,3303010900,0,EL,Nectarine
66109,ΝΕΚΤΑΡΙΝ ΜΕΪΡΕΝΤ,Nectarine Mayred,Nectarine Mayred,nectarine,3303010900,0,EL,Nectarine
66110,ΝΕΚΤΑΡΙΝ ΑΡΜΚΙΝΓΚ,Nectarine Armking,Nectarine Armking,nectarine,3303010900,0,EL,Nectarine
66111,ΝΕΚΤΑΡΙΝ ΕΡΛΥΤΖΕΜ,Nectarine Earlygem,Nectarine Earlygem,nectarine,3303010900,0,EL,Nectarine
66112,ΝΕΚΤΑΡΙΝ ΚΡΙΜΣΟΝ ΓΚΟΛΝΤ,Nectarine Crimson Gold,Nectarine Crimson Gold,nectarine,3303010900,0,EL,Nectarine
66113,ΝΕΚΤΑΡΙΝ ΡΕΝΤ ΤΖΙΟΥΝ,Nectarine Red June,Nectarine Red June,nectarine,3303010900,0,EL,Nectarine
66114,ΝΕΚΤΑΡΙΝ ΜΕΪΓΚΡΑΝΤ,Nectarine Maygrand,Nectarine Maygrand,nectarine,3303010900,0,EL,Nectarine
66115,ΝΕΚΤΑΡΙΝ ΣΤΑΡΚ ΕΡΛΥΜΠΛΕΪΖ,Nectarine Stark Earlyblaze,Nectarine Stark Earlyblaze,nectarine,3303010900,0,EL,Nectarine
66116,ΝΕΚΤΑΡΙΝ. ΕΡΛΥ ΣΑΝΓΚΡΑΝΤ,Nectarine Early Sungrand,Nectarine Early Sungrand,nectarine,3303010900,0,EL,Nectarine
66117,ΝΕΚΤΑΡΙΝ. ΙΝΤΙΠΕΝΤΕΝΣ,Nectarine Independence,Nectarine Independence,nectarine,3303010900,0,EL,Nectarine
66118,ΝΕΚΤΑΡΙΝ. ΦΑΙΡΜΠΡΑΪΤ,Nectarine Fairbright,Nectarine Fairbright,nectarine,3303010900,0,EL,Nectarine
66119,ΝΕΚΤΑΡΙΝ. ΡΑΜΠΕΤΓΚΟΛΝΤ,Nectarine Repeatgold,Nectarine Repeatgold,nectarine,3303010900,0,EL,Nectarine
66120,ΝΕΚΤΑΡΙΝΙΑ Νο 4,Nectarine No 4,Nectarine No 4,nectarine,3303010900,0,EL,Nectarine
66121,ΝΕΚΤΑΡΙΝΙΑ Νο 5,Nectarine No 5,Nectarine No 5,nectarine,3303010900,0,EL,Nectarine
66122,ΝΕΚΤΑΡΙΝΙΑ Νο 6,Nectarine No 6,Nectarine No 6,nectarine,3303010900,0,EL,Nectarine
66123,ΝΕΚΤΑΡΙΝ. ΣΤΑΡΚ ΣΑΝ ΓΚΛΟ,Nectarine Stark Sun Glo,Nectarine Stark Sun Glo,nectarine,3303010900,0,EL,Nectarine
66124,ΝΕΚΤΑΡΙΝ. ΦΛΕΪΒΟΡ ΤΟΠ,Nectarine Flavor Top,Nectarine Flavor Top,nectarine,3303010900,0,EL,Nectarine
66125,ΝΕΚΤΑΡΙΝ. ΣΤΑΡΚ ΡΕΝΤ ΓΚΟΛΝΤ,Nectarine Stark Redgold,Nectarine Stark Redgold,nectarine,3303010900,0,EL,Nectarine
66126,ΝΕΚΤΑΡΙΝ. ΦΑΝΤΑΣΙΑ,Nectarine Fantasia,Nectarine Fantasia,nectarine,3303010900,0,EL,Nectarine
66127,ΝΕΚΤΑΡΙΝΙΑ Νο 8,Nectarine No 8,Nectarine No 8,nectarine,3303010900,0,EL,Nectarine
66128,ΝΕΚΤΑΡΙΝΙΑ Νο 9,Nectarine No 9,Nectarine No 9,nectarine,3303010900,0,EL,Nectarine
66129,ΝΕΚΤΑΡΙΝ. ΦΛΕΪΜ ΚΙΣ,Nectarine Flame Kiss,Nectarine Flame Kiss,nectarine,3303010900,0,EL,Nectarine
66130,ΝΕΚΤΑΡΙΝ. ΦΕΑΡΛΕΪΝ,Nectarine Fairlane,Nectarine Fairlane,nectarine,3303010900,0,EL,Nectarine
66131,ΝΕΚΤΑΡΙΝ. Φ100 ΜΕΣΟΠΡ.,Nectarine F100 Mid-season,Nectarine F100 Mid-season,nectarine,3303010900,0,EL,Nectarine
66132,ΝΕΚΤΑΡΙΝ. Κ. ΜΕΛΙΚΗ,Nectarine K. Meliki,Nectarine K. Meliki,nectarine,3303010900,0,EL,Nectarine
66133,ΝΕΚΤΑΡΙΝ. ΑΟΥΡΕΛΙΑ ΓΚΡΑΝΤ,Nectarine Aurelia Grand,Nectarine Aurelia Grand,nectarine,3303010900,0,EL,Nectarine
66134,ΝΕΚΤΑΡΙΝ. ΜΑΡΙΑ ΑΙΜΙΛΙΑ,Nectarine Maria Emilia,Nectarine Maria Emilia,nectarine,3303010900,0,EL,Nectarine
66135,ΝΕΚΤΑΡΙΝ. ΣΝΟΟΥ ΚΟΥΪΝ,Nectarine Snow Queen,Nectarine Snow Queen,nectarine,3303010900,0,EL,Nectarine
66136,ΝΕΚΤΑΡΙΝ. ΣΠΡΙΝΓΚ ΡΕΝΤ,Nectarine Spring Red,Nectarine Spring Red,nectarine,3303010900,0,EL,Nectarine
66137,ΝΕΚΤΑΡΙΝ. ΣΑΜΕΡ ΓΚΟΛΝΤ,Nectarine Summer Gold,Nectarine Summer Gold,nectarine,3303010900,0,EL,Nectarine
66138,ΝΕΚΤΑΡΙΝ. ΣΟΥΠΕΡ ΡΕΝΤ,Nectarine Super Red,Nectarine Super Red,nectarine,3303010900,0,EL,Nectarine
66139,ΝΕΚΤΑΡΙΝ. ΜΑΤΣΟΥΚΕΛΑ,Nectarine Matsoukela,Nectarine Matsoukela,nectarine,3303010900,0,EL,Nectarine
66140,ΝΕΚΤΑΡΙΝ. ΓΟΥΑΪΝΜΠΕΡΓΚΕΡ,Nectarine Weinberger,Nectarine Weinberger,nectarine,3303010900,0,EL,Nectarine
66141,ΝΕΚΤΑΡΙΝ. ΤΕΪΣΤΙΦΡΙ,Nectarine Tastyfree,Nectarine Tastyfree,nectarine,3303010900,0,EL,Nectarine
66142,ΝΕΚΤΑΡΙΝ. ΟΤΟΜΝΦΡΙ,Nectarine Autumnfree,Nectarine Autumnfree,nectarine,3303010900,0,EL,Nectarine
66143,ΝΕΚΤΑΡΙΝ. ΣΟΥΠΕΡ ΚΡΙΜΣΟΝ,Nectarine Super Crimson,Nectarine Super Crimson,nectarine,3303010900,0,EL,Nectarine
66144,ΝΕΚΤΑΡΙΝ. ΚΑΛ-84,Nectarine KAL-84,Nectarine KAL-84,nectarine,3303010900,0,EL,Nectarine
66145,ΝΕΚΤΑΡΙΝΙΑ Νο 2,Nectarine No 2,Nectarine No 2,nectarine,3303010900,0,EL,Nectarine
66146,ΝΕΚΤΑΡΙΝΙΑ Νο 3,Nectarine No 3,Nectarine No 3,nectarine,3303010900,0,EL,Nectarine
66147,ΝΕΚΤΑΡΙΝΙΑ ΒΕΝΟΥΣ,Nectarine Venus,Nectarine Venus,nectarine,3303010900,0,EL,Nectarine
66148,ΝΕΚΤΑΡΙΝ. ΚΑΛΤΕΖΙ 2000,Nectarine Caldesi 2000,Nectarine Caldesi 2000,nectarine,3303010900,0,EL,Nectarine
66149,ΝΕΚΤΑΡΙΝ. ΚΑΛΤΕΖΙ 2010,Nectarine Caldesi 2010,Nectarine Caldesi 2010,nectarine,3303010900,0,EL,Nectarine
66150,ΝΕΚΤΑΡΙΝ. ΚΑΛΤΕΖΙ 2020,Nectarine Caldesi 2020,Nectarine Caldesi 2020,nectarine,3303010900,0,EL,Nectarine
66151,ΝΕΚΤΑΡΙΝ. ΚΑΣΣΙΟΠΗ,Nectarine Cassiopeia,Nectarine Cassiopeia,nectarine,3303010900,0,EL,Nectarine
66152,ΝΕΚΤΑΡΙΝ. ΛΕΓΚΡΑΝΤ,Nectarine Legrand,Nectarine Legrand,nectarine,3303010900,0,EL,Nectarine
66153,ΝΕΚΤΑΡΙΝ. ΒΕΓΚΑΣ,Nectarine Vegas,Nectarine Vegas,nectarine,3303010900,0,EL,Nectarine
66154,ΝΕΚΤΑΡΙΝΙΑ Νο7,Nectarine No 7,Nectarine No 7,nectarine,3303010900,0,EL,Nectarine
66155,ΝΕΚΤΑΡΙΝ. ΠΕΚΑΣΟ,Nectarine Picasso,Nectarine Picasso,nectarine,3303010900,0,EL,Nectarine
66156,ΝΕΚΤΑΡΙΝ. ΙΝΤΕΡ ΜΠΙΑΝΚΑ,Nectarine Inter Bianca,Nectarine Inter Bianca,nectarine,3303010900,0,EL,Nectarine
66157,ΝΕΚΤΑΡΙΝ. ΣΑΝ ΦΡΙ,Nectarine Sun Free,Nectarine Sun Free,nectarine,3303010900,0,EL,Nectarine
66158,ΝΕΚΤΑΡΙΝ. ΚΑΛΙΦΟΡΝΙΑ,Nectarine California,Nectarine California,nectarine,3303010900,0,EL,Nectarine
66159,ΝΕΚΤΑΡΙΝ. ΤΖΟΥΛΙΕΤ,Nectarine Juliet,Nectarine Juliet,nectarine,3303010900,0,EL,Nectarine
66160,ΝΕΚΤΑΡΙΝΙΑ Φ14,Nectarine F14,Nectarine F14,nectarine,3303010900,0,EL,Nectarine
66161,ΝΕΚΤΑΡΙΝ. ΣΑΜΕΡ ΓΚΡΑΝΤ,Nectarine Summer Grand,Nectarine Summer Grand,nectarine,3303010900,0,EL,Nectarine
66162,ΝΕΚΤΑΡΙΝ. ΦΡΙΝΤΙ,Nectarine Freedy,Nectarine Freedy,nectarine,3303010900,0,EL,Nectarine
66163,ΝΕΚΤΑΡΙΝ. ΝΕΚΤΑΡΟΣ,Nectarine Nectaros,Nectarine Nectaros,nectarine,3303010900,0,EL,Nectarine
66164,ΝΕΚΤΑΡΙΝ. ΦΕΝΤΑΛΕΪΤ,Nectarine Vendalate,Nectarine Vendalate,nectarine,3303010900,0,EL,Nectarine
66165,ΝΕΚΤΑΡΙΝ. ΚΑΛΤΕΖΙ 85,Nectarine Caldesi 85,Nectarine Caldesi 85,nectarine,3303010900,0,EL,Nectarine
66166,ΝΕΚΤΑΡΙΝ. ΡΕΝΤΦΕΑΡ,Nectarine Redfear,Nectarine Redfear,nectarine,3303010900,0,EL,Nectarine
66167,ΝΕΚΤΑΡΙΝ. ΣΤΑΡ ΓΚΡΑΝΤ,Nectarine Star Grand,Nectarine Star Grand,nectarine,3303010900,0,EL,Nectarine
66168,ΝΕΚΤΑΡΙΝ. ΟΥΪΛΣΟΝ,Nectarine Wilson,Nectarine Wilson,nectarine,3303010900,0,EL,Nectarine
66169,ΝΕΚΤΑΡΙΝ. ΣΙΛΒΕΡ ΚΙΝΓΚ,Nectarine Silver King,Nectarine Silver King,nectarine,3303010900,0,EL,Nectarine
66170,ΝΕΚΤΑΡΙΝ. ΡΙΤΑ ΣΤΑΡ,Nectarine Rita Star,Nectarine Rita Star,nectarine,3303010900,0,EL,Nectarine
66171,ΝΕΚΤΑΡΙΝ. ΡΕΝΤ ΝΤΙΛΑΪΤ,Nectarine Red Delight,Nectarine Red Delight,nectarine,3303010900,0,EL,Nectarine
66172,ΝΕΚΤΑΡΙΝ. ΜΟΡΣΙΑΝΙ,Nectarine Morsiani,Nectarine Morsiani,nectarine,3303010900,0,EL,Nectarine
66173,ΝΕΚΤΑΡΙΝ. ΝΙΚΗ,Nectarine Niki,Nectarine Niki,nectarine,3303010900,0,EL,Nectarine
66174,ΝΕΚΤΑΡΙΝ. ΑΡΜΟΝΙΑ,Nectarine Armonia,Nectarine Armonia,nectarine,3303010900,0,EL,Nectarine
66175,ΝΕΚΤΑΡΙΝ. ΦΛΕΪΒΟΡ ΓΚΟΛΝΤ,Nectarine Flavor Gold,Nectarine Flavor Gold,nectarine,3303010900,0,EL,Nectarine
66176,ΝΕΚΤΑΡΙΝ. ΝΤΕΛΙΣΙΟΥΣ ΣΟΥΪΤ,Nectarine Delicious Sweet,Nectarine Delicious Sweet,nectarine,3303010900,0,EL,Nectarine
66177,ΝΕΚΤΑΡΙΝ. ΜΙΡΕΝΤΣΙ,Nectarine Mirence,Nectarine Mirence,nectarine,3303010900,0,EL,Nectarine
66178,ΝΕΚΤΑΡΙΝ. ΜΠΙΓΚ ΤΟΠ,Nectarine Big Top,Nectarine Big Top,nectarine,3303010900,0,EL,Nectarine
66179,ΝΕΚΤΑΡ. ΜΕΙ ΣΤΑΡ,Nectarine May Star,Nectarine May Star,nectarine,3303010900,0,EL,Nectarine
66180,ΝΕΚΤΑΡ. ΑΝΤΡΙΑΝΑ,Nectarine Adriana,Nectarine Adriana,nectarine,3303010900,0,EL,Nectarine
66181,ΝΕΚΤΑΡΙΝΙΑ ΔΙΑΦΟΡΩΝ ΠΟΙΚΙΛΙΩΝ ΠΡΩΙΜΑ,Nectarines of Various Early Varieties,Nectarines of Various Early Varieties,nectarine,3303010900,0,EL,Nectarine
66182,ΝΕΚΤΑΡΙΝΙΑ ΔΙΑΦΟΡΩΝ ΠΟΙΚΙΛΙΩΝ ΜΕΣΟΠΡΩΙΜΑ,Nectarines of Various Mid-season Varieties,Nectarines of Various Mid-season Varieties,nectarine,3303010900,0,EL,Nectarine
66183,ΝΕΚΤΑΡΙΝΙΑ ΔΙΑΦΟΡΩΝ ΠΟΙΚΙΛΙΩΝ ΟΨΙΜΑ,Nectarines of Various Late Varieties,Nectarines of Various Late Varieties,nectarine,3303010900,0,EL,Nectarine
66184,ΝΕΚΤΑΡΙΝΙΑ ΡΟΖ ΝΤΑΪΜΟΝΤ,Nectarine Rose Diamond,Nectarine Rose Diamond,nectarine,3303010900,0,EL,Nectarine
66185,ΝΕΚΤΑΡΙΝΙΑ ΛΑΟΥΡΑ,Nectarine Laura,Nectarine Laura,nectarine,3303010900,0,EL,Nectarine
66186,ΝΕΚΤΑΡΙΝΙΑ ΑΜΠΡΑ,Nectarine Ambra,Nectarine Ambra,nectarine,3303010900,0,EL,Nectarine
66187,ΝΕΚΤΑΡΙΝΙΑ ΩΡΙΩΝ,Nectarine Orion,Nectarine Orion,nectarine,3303010900,0,EL,Nectarine
66188,ΝΕΚΤΑΡΙΝΙΑ ΣΠΡΙΝΓΚ ΜΠΡΑΪΤ,Nectarine Spring Bright,Nectarine Spring Bright,nectarine,3303010900,0,EL,Nectarine
66189,ΝΕΚΤΑΡΙΝΙΑ ΣΙΝΘΙΑ,Nectarine Cynthia,Nectarine Cynthia,nectarine,3303010900,0,EL,Nectarine
66190,ΝΕΚΤΑΡΙΝΙΑ ΕΡΛΥ ΝΤΡΙΜ,Nectarine Early Dream,Nectarine Early Dream,nectarine,3303010900,0,EL,Nectarine
66323,ΝΕΚΤΑΡΙΝΙΑ ΛΕΥΚΟΣΑΡΚΑ MAGIC,Nectarine White-fleshed Magic,Nectarine White-fleshed Magic,nectarine,3303010900,0,EL,Nectarine
66325,ΝΕΚΤΑΡΙΝΙΑ ΑΛΙ ΤΟΠ,Nectarine Ali Top,Nectarine Ali Top,nectarine,3303010900,0,EL,Nectarine
66326,ΝΕΚΤΑΡΙΝΙΑ ΑΛΙΤΣΙΑ,Nectarine Alicia,Nectarine Alicia,nectarine,3303010900,0,EL,Nectarine
66327,ΝΕΚΤΑΡΙΝΙΑ ΕΡΛΙ ΜΠΟΜΠΑ,Nectarine Early Bomba,Nectarine Early Bomba,nectarine,3303010900,0,EL,Nectarine
66328,ΝΕΚΤΑΡΙΝΙΑ ΚΕΙ ΣΟΥΙΤ,Nectarine Kay Sweet,Nectarine Kay Sweet,nectarine,3303010900,0,EL,Nectarine
66329,ΝΕΚΤΑΡΙΝΙΑ ΛΟΥΤΣΙΑΝΑ,Nectarine Luciana,Nectarine Luciana,nectarine,3303010900,0,EL,Nectarine
66330,ΝΕΚΤΑΡΙΝΙΑ ΜΑΤΖΙΚ,Nectarine Magic,Nectarine Magic,nectarine,3303010900,0,EL,Nectarine
66331,ΝΕΚΤΑΡΙΝΙΑ ΜΠΙΓΚ ΜΠΑΝΚ,Nectarine Big Bang,Nectarine Big Bang,nectarine,3303010900,0,EL,Nectarine
66332,ΝΕΚΤΑΡΙΝΙΑ ΜΠΙΓΚ ΧΕΒΕΝ,Nectarine Big Heaven,Nectarine Big Heaven,nectarine,3303010900,0,EL,Nectarine
66333,ΝΕΚΤΑΡΙΝΙΑ ΝΤΑΙΜΟΝΤ ΡΕΙ,Nectarine Diamond Ray,Nectarine Diamond Ray,nectarine,3303010900,0,EL,Nectarine
66334,ΝΕΚΤΑΡΙΝΙΑ ΡΕΤ ΓΚΟΛΤ,Nectarine Red Gold,Nectarine Red Gold,nectarine,3303010900,0,EL,Nectarine
66335,ΝΕΚΤΑΡΙΝΙΑ ΣΟΥΙΤ ΛΕΙΝΤΙ,Nectarine Sweet Lady,Nectarine Sweet Lady,nectarine,3303010900,0,EL,Nectarine
66336,ΝΕΚΤΑΡΙΝΙΑ ΦΑΙΡ ΤΟΠ,Nectarine Fair Top,Nectarine Fair Top,nectarine,3303010900,0,EL,Nectarine
66337,ΝΕΚΤΑΡΙΝΙΑ ΧΟΝΕΥ ΡΟΥΑΓΙΑΛ,Nectarine Honey Royal,Nectarine Honey Royal,nectarine,3303010900,0,EL,Nectarine
66373,ΝΕΚΤΑΡΙΝΙΑ ZAITRETA (RED FALL),Nectarine Zaitreta (Red Fall),Nectarine Zaitreta (Red Fall),nectarine,3303010900,0,EL,Nectarine
66375,ΝΕΚΤΑΡΙΝΙΑ BIG BANG,Nectarine Big Bang,Nectarine Big Bang,nectarine,3303010900,0,EL,Nectarine
66384,ΝΕΚΤΑΡΙΝΙΑ GEA,Nectarine Gea,Nectarine Gea,nectarine,3303010900,0,EL,Nectarine
66385,ΝΕΚΤΑΡΙΝΙΑ AMIGA,Nectarine Amiga,Nectarine Amiga,nectarine,3303010900,0,EL,Nectarine
66386,ΝΕΚΤΑΡΙΝΙΑ BLACKRED VI (BLACK RUBY),Nectarine Blackred VI (Black Ruby),Nectarine Blackred VI (Black Ruby),nectarine,3303010900,0,EL,Nectarine
66403,ΝΕΚΤΑΡΙΝΙΑ HONEY BLAZE,Nectarine Honey Blaze,Nectarine Honey Blaze,nectarine,3303010900,0,EL,Nectarine
66405,ΝΕΚΤΑΡΙΝΙΑ ZAISIRLY (ROYAL QUEEN),Nectarine Zaisirly (Royal Queen),Nectarine Zaisirly (Royal Queen),nectarine,3303010900,0,EL,Nectarine
66422,ΝΕΚΤΑΡΙΝΙΑ HONEY KIST,Nectarine Honey Kist,Nectarine Honey Kist,nectarine,3303010900,0,EL,Nectarine
66437,ΝΕΚΤΑΡΙΝΙΑ ORION,Nectarine Orion,Nectarine Orion,nectarine,3303010900,0,EL,Nectarine
66448,ΝΕΚΤΑΡΙΝΙΑ PLATIMOON,Nectarine Platimoon,Nectarine Platimoon,nectarine,3303010900,0,EL,Nectarine
66449,ΝΕΚΤΑΡΙΝΙΑ MESEMBRINE (MESEBRIN),Nectarine Mesembrine (Mesebrin),Nectarine Mesembrine (Mesebrin),nectarine,3303010900,0,EL,Nectarine
66450,ΝΕΚΤΑΡΙΝΙΑ ZAI809NB (QUEEN GLOBE),Nectarine ZAI809NB (Queen Globe),Nectarine ZAI809NB (Queen Globe),nectarine,3303010900,0,EL,Nectarine
66451,ΝΕΚΤΑΡΙΝΙΑ MAX,Nectarine Max,Nectarine Max,nectarine,3303010900,0,EL,Nectarine
66452,ΝΕΚΤΑΡΙΝΙΑ GARCICA,Nectarine Garcica,Nectarine Garcica,nectarine,3303010900,0,EL,Nectarine
66453,ΝΕΚΤΑΡΙΝΙΑ PRO 761 (EXTREME 761),Nectarine Pro 761 (Extreme 761),Nectarine Pro 761 (Extreme 761),nectarine,3303010900,0,EL,Nectarine
66454,ΝΕΚΤΑΡΙΝΙΑ PRO 710 (EXTREME 710),Nectarine Pro 710 (Extreme 710),Nectarine Pro 710 (Extreme 710),nectarine,3303010900,0,EL,Nectarine
66455,ΝΕΚΤΑΡΙΝΙΑ PRO C 165 (EXTREME 165 - EXTREME RED),Nectarine Pro C 165 (Extreme 165),Nectarine Pro C 165 (Extreme 165),nectarine,3303010900,0,EL,Nectarine
66456,ΝΕΚΤΑΡΙΝΙΑ PRO C 140 (EXTREME 140 - EXTREME SHINE),Nectarine Pro C 140 (Extreme 140),Nectarine Pro C 140 (Extreme 140),nectarine,3303010900,0,EL,Nectarine
66457,ΝΕΚΤΑΡΙΝΙΑ PRO 733 (EXTREME 733),Nectarine Pro 733 (Extreme 733),Nectarine Pro 733 (Extreme 733),nectarine,3303010900,0,EL,Nectarine
66458,ΝΕΚΤΑΡΙΝΙΑ PRO 614 (EXTREME 614 - EXTREME CANDY ),Nectarine Pro 614 (Extreme 614),Nectarine Pro 614 (Extreme 614),nectarine,3303010900,0,EL,Nectarine
66459,ΝΕΚΤΑΡΙΝΙΑ LADY ERICA,Nectarine Lady Erica,Nectarine Lady Erica,nectarine,3303010900,0,EL,Nectarine
66472,ΝΕΚΤΑΡΙΝΙΑ HONEY GLO,Nectarine Honey Glo,Nectarine Honey Glo,nectarine,3303010900,0,EL,Nectarine
66475,ΝΕΚΤΑΡΙΝΙΑ CRIMSON BABY,Nectarine Crimson Baby,Nectarine Crimson Baby,nectarine,3303010900,0,EL,Nectarine
66476,ΝΕΚΤΑΡΙΝΙΑ DIANA,Nectarine Diana,Nectarine Diana,nectarine,3303010900,0,EL,Nectarine
66477,ΝΕΚΤΑΡΙΝΙΑ EARLY MAY,Nectarine Early May,Nectarine Early May,nectarine,3303010900,0,EL,Nectarine
66478,ΝΕΚΤΑΡΙΝΙΑ GRANSUN,Nectarine Gransun,Nectarine Gransun,nectarine,3303010900,0,EL,Nectarine
66479,ΝΕΚΤΑΡΙΝΙΑ MAY FIRE,Nectarine May Fire,Nectarine May Fire,nectarine,3303010900,0,EL,Nectarine
66480,ΝΕΚΤΑΡΙΝΙΑ MORSIANI 51,Nectarine Morsiani 51,Nectarine Morsiani 51,nectarine,3303010900,0,EL,Nectarine
66481,ΝΕΚΤΑΡΙΝΙΑ MORSIANI 90,Nectarine Morsiani 90,Nectarine Morsiani 90,nectarine,3303010900,0,EL,Nectarine
66482,ΝΕΚΤΑΡΙΝΙΑ REDQUEEN,Nectarine Redqueen,Nectarine Redqueen,nectarine,3303010900,0,EL,Nectarine
66494,ΝΕΚΤΑΡΙΝΙΑ ISFRONET 2 (PLATINET 2),Nectarine Isfronet 2 (Platinet 2),Nectarine Isfronet 2 (Platinet 2),nectarine,3303010900,0,EL,Nectarine
66495,ΝΕΚΤΑΡΙΝΙΑ ISFRONET 3 (PLATINET 3),Nectarine Isfronet 3 (Platinet 3),Nectarine Isfronet 3 (Platinet 3),nectarine,3303010900,0,EL,Nectarine
66496,ΝΕΚΤΑΡΙΝΙΑ ZAITREME (LATE FIRE),Nectarine Zaitreme (Late Fire),Nectarine Zaitreme (Late Fire),nectarine,3303010900,0,EL,Nectarine
66497,ΝΕΚΤΑΡΙΝΙΑ MONPHIR (ZEPHYR),Nectarine Monphir (Zephyr),Nectarine Monphir (Zephyr),nectarine,3303010900,0,EL,Nectarine
66498,ΝΕΚΤΑΡΙΝΙΑ  KINOLEA,Nectarine Kinolea,Nectarine Kinolea,nectarine,3303010900,0,EL,Nectarine
66502,ΝΕΚΤΑΡΙΝΙΑ ISFRONET 1 (PLATINET 1),Nectarine Isfronet 1 (Platinet 1),Nectarine Isfronet 1 (Platinet 1),nectarine,3303010900,0,EL,Nectarine
66503,ΝΕΚΤΑΡΙΝΙΑ PRO 618 (EXTREME 618),Nectarine Pro 618 (Extreme 618),Nectarine Pro 618 (Extreme 618),nectarine,3303010900,0,EL,Nectarine
66511,ΝΕΚΤΑΡΙΝΙΑ PRO C 329 (EXTREME BEAUTY),Nectarine Pro C 329 (Extreme Beauty),Nectarine Pro C 329 (Extreme Beauty),nectarine,3303010900,0,EL,Nectarine
66512,ΝΕΚΤΑΡΙΝΙΑ NECTADIVA,Nectarine Nectadiva,Nectarine Nectadiva,nectarine,3303010900,0,EL,Nectarine
66522,ΝΕΚΤΑΡΙΝΙΑ GARNET,Nectarine Garnet,Nectarine Garnet,nectarine,3303010900,0,EL,Nectarine
66523,ΝΕΚΤΑΡΙΝΙΑ NERID 02985 (ROMAGNA MIA),Nectarine Nerid 02985 (Romagna Mia),Nectarine Nerid 02985 (Romagna Mia),nectarine,3303010900,0,EL,Nectarine
66524,ΝΕΚΤΑΡΙΝΙΑ NERID 00397 (ROMAGNA TOP),Nectarine Nerid 00397 (Romagna To),Nectarine Nerid 00397 (Romagna To),nectarine,3303010900,0,EL,Nectarine
66525,ΝΕΚΤΑΡΙΝΙΑ NERID 00522 (ROMAGNA QUEEN),Nectarine Nerid 00522 (Romagna Qu),Nectarine Nerid 00522 (Romagna Qu),nectarine,3303010900,0,EL,Nectarine
66526,ΝΕΚΤΑΡΙΝΙΑ NERID 01348 (ROMAGNA RED),Nectarine Nerid 01348 (Romagna Re),Nectarine Nerid 01348 (Romagna Re),nectarine,3303010900,0,EL,Nectarine
66527,ΝΕΚΤΑΡΙΝΙΑ NERID 99790 (ROMAGNA LATE),Nectarine Nerid 99790 (Romagna La),Nectarine Nerid 99790 (Romagna La),nectarine,3303010900,0,EL,Nectarine
66528,ΝΕΚΤΑΡΙΝΙΑ NERID 07577 (ROMAGNA LADY),Nectarine Nerid 07577 (Romagna La),Nectarine Nerid 07577 (Romagna La),nectarine,3303010900,0,EL,Nectarine
66529,ΝΕΚΤΑΡΙΝΙΑ NERID 65165 (ROMAGNA SUMMER),Nectarine Nerid 65165 (Romagna Su),Nectarine Nerid 65165 (Romagna Su),nectarine,3303010900,0,EL,Nectarine
66533,ΝΕΚΤΑΡΙΝΙΑ PIT STOP,Nectarine Pit Stop,Nectarine Pit Stop,nectarine,3303010900,0,EL,Nectarine
