crop_code,crop_name,EC_trans_n,EC_hcat_n,EC_hcat_c,mixed_crops,country_code
1073,"Rozenstruiken (incl, zaailingen en onderstammen),*",Rose bushes (incl seedlings and rootstocks) open ground,roses,3301083700,0,NL
1087,"Rozenstruiken (incl, zaailingen en onderstammen), pot- en containerveld",Rose bushes (incl seedlings and rootstocks) pot and container field,roses,3301083700,10,NL
,"Rozenstruiken (incl, zaailingen en onderstammen), pot- en containerveld,",Rose bushes (incl seedlings and rootstocks) pot and container field,roses,3301083700,10,NL
1087,"Rozenstruiken (incl, zaailingen en onderstammen),*",Rose bushes (incl seedlings and rootstocks) pot and container field,roses,3301083700,10,NL
,"Rozenstruiken (incl, zaailingen en onderstammen), open grond","Rose bushes (incl, seedlings and rootstocks), open ground",roses,3301083700,10,NL
,"Rozenstruiken (incl, zaailingen en onderstammen), pot- en co","Rose bushes (including seedlings and rootstocks), pot and co",roses,3301083700,10,NL
6800,Ruigtes op landbouwpercelen,Rough areas on agricultural plots,not_known_and_other,3399000000,0,NL
2641,Bomenrij (anders dan knotboom),Row of trees (other than pollard willow),tree_lines,3310300000,0,NL
2632,Bomenrij en solitaire boom,Row of trees and solitary tree,tree_lines,3310300000,0,NL
2780,"Stamsperziebonen (=stamslabonen), zaden en opkwee*","Runner beans (=runner beans), seeds and cultivation*",beans,3301020100,0,NL
2751,"Pronkbonen, productie",Runner beans production,beans,3301020100,0,NL
2752,"Pronkbonen, zaden en opkweekmateriaal",Runner beans seeds and propagation material,beans,3301020100,0,NL
2737,"Koolraap, productie",Rutabaga production,swede_rutabaga,3301210500,0,NL
2738,"Koolraap, zaden en opkweekmateriaal","rutabaga, seeds and propagation material",swede_rutabaga,3301210500,0,NL
237,Rogge (geen snijrogge),Rye (not cut rye),rye,3301010300,0,NL
7130,"Rogge, korrelgewas",Rye grain crop,rye,3301010300,0,NL
7129,"Rogge, groenvoedergewas",Rye green fodder crop,green_cut_rye,3301090600,0,NL
7131,"Rogge, groenbemesting, vanggewas",Rye green manure catch crop,green_cut_rye,3301090600,0,NL
636,Saffloer,safflower,safflower,3301083900,0,NL
,"Sla; overig, productie",Salad; other production,salads_lettuce_leaf_vegetables,3301310000,0,NL
,"Sla; overig, zaden en opkweekmateriaal",Salad; other seeds and propagation material,salads_lettuce_leaf_vegetables,3301310000,0,NL
,"Sla; radicchio rosso, productie",Salad; radicchio rosso production,salads_lettuce_leaf_vegetables,3301310000,0,NL
,"Sla; radicchio rosso, zaden en opkweekmateriaal",Salad; radicchio rosso seeds and propagation material,salads_lettuce_leaf_vegetables,3301310000,0,NL
2637,Schurvelingen en zandwallen,Sandbanks and ridges,non_productive_landscape_elements,3310000000,0,NL
3517,Sarepta mosterd/Caliente,Sarepta mustard/Caliente,mustard,3301210100,0,NL
2761,"Savooiekool, productie",Savoy cabbage production,savoy_cabbage,3301210211,0,NL
2762,"Savooiekool, zaden en opkweekmateriaal",Savoy cabbage seeds and propagation material,savoy_cabbage,3301210211,0,NL
2629,Struweelrand,Scrub edge,hedges,3310200000,0,NL
2625,Struweelhaag,Scrub hedge,hedges,3310200000,0,NL
6802,Sedum,Sedum,flowers_ornamental_plants,3301080000,0,NL
3518,Seradelle,Seradelle,flowers_ornamental_plants,3301080000,0,NL
1934,Sjalotten,shallots,shallot,3301220600,0,NL
240,Schokkers,"Sheaves, bundles of cereal crop",other_arable_land_crops,3301990000,0,NL
2297,Woudbomen met korte omlooptijd,Short rotation forest trees,short_rotation_coppice,3306090000,0,NL
,Woudbomen met korte omlooptijd (excl. Wilgenhakhout),Short rotation forest trees (excl. willow coppice),short_rotation_coppice,3306090000,0,NL
794,Woudbomen met korte omlooptijd (excl. Wilgenhakho*,Short rotation forest trees (excl. Willow shavings*,short_rotation_coppice,3306090000,0,NL
1050,Leeuwenbekjes,Snapdragons,snapdragons,3301084500,0,NL
6803,"Sneeuwklokje, bloembollen en -knollen","Snowdrop, flower bulbs and tubers",flowers_ornamental_plants,3301080000,0,NL
665,Sojabonen,Soybeans,soy_soybeans,3301160000,0,NL
665,Sojabonen ,Soybeans ,soy_soybeans,3301160000,0,NL
382,Spelt,Spelt,spelt,3301011000,0,NL
2773,"Spinazie, productie",Spinach production,spinach,3301310800,0,NL
2774,"Spinazie, zaden en opkweekmateriaal",Spinach seeds and propagation material,spinach,3301310800,0,NL
3520,Spurrie,Spurry,brassicaceae_cruciferae,3301210000,0,NL
2636,Leibomen,Standard trees,tree_wood_forest,3306000000,0,NL
,"Aardappelen, zetmeel",Starch potatoes,potatoes,3301030000,0,NL
2706,"Aardbeien op stellingen, productie",Strawberries on racks production,strawberries,3301130000,0,NL
2704,"Aardbeien op stellingen, vermeerdering",Strawberries on racks propagation,strawberries,3301130000,0,NL
2707,"Aardbeien op stellingen, zaden en opkweekmateriaal",Strawberries on racks seeds and propagation material,strawberries,3301130000,0,NL
2705,"Aardbeien op stellingen, wachtbed",Strawberries on racks waiting bed,strawberries,3301130000,0,NL
2702,"Aardbeien open grond, productie",Strawberries open ground production,strawberries,3301130000,0,NL
2700,"Aardbeien open grond, vermeerdering",Strawberries open ground propagation,strawberries,3301130000,0,NL
2703,"Aardbeien open grond, zaden en opkweekmateriaal",Strawberries open ground seeds and propagation material,strawberries,3301130000,0,NL
2701,"Aardbeien open grond, wachtbed",Strawberry open ground waiting bed,strawberries,3301130000,0,NL
6807,Stroken wild gras,Strips of wild grass,field_margins_buffer_strips_flowering_areas,3310100000,0,NL
3521,Stoppelknollen,Stubble Tubers,turnips,3301290800,0,NL
3519,Soedangras/Sorghum,Sudan grass/Sorghum,millet_sorghum,3301010900,0,NL
515,Zonnebloemen,sunflowers,sunflower,3301060500,0,NL
515,Zonnebloemen ,Sunflowers ,sunflower,3301060500,0,NL
6632,Zoete aardappelen,Sweet potatoes,sweet_potatoes,3301040000,0,NL
6632,Zoete aardappelen ,Sweet potatoes,sweet_potatoes,3301040000,0,NL
1930,"Tagetes (zand, loss) (geen groene braak)","Tagetes (sand, loess) (no green fallow)",tagetes,3301084700,0,NL
346,Tagetes erecta (Afrikaantje),Tagetes erecta (marigold),tagetes,3301084700,0,NL
347,Tagetes patula (Afrikaantje),Tagetes patula (tagetes),tagetes,3301084700,0,NL
6783,"Rietzwenkgras, groenbemesting, vanggewas","Tall fescue, green manure, catch crop",festuca_fescue,3301090202,0,NL
381,Teff,teff,teff,3301010904,0,NL
3801,"Tijdelijk onbeteelde grond, i.v.m. publieke werken",Temporarily uncultivated land due to public works,fallow_land_not_crop,3301110000,0,NL
3802,"Tijdelijk onbeteelde grond, anders dan voor publi*","Temporarily uncultivated land, other than for publi*",fallow_land_not_crop,3301110000,0,NL
,"Tijdelijk onbeteelde grond, anders dan voor publieke werken",Temporary uncultivated land other than for public works,fallow_land_not_crop,3301110000,0,NL
1090,"Trek- en besheesters, pot- en containerveld",Tensile and berry shrubs pot and container field,shrubberries_shrubs,3303080000,0,NL
,"Trek- en besheesters, pot- en containerveld,",Tensile and berry shrubs pot and container field,shrubberries_shrubs,3303080000,0,NL
2642,Bosje,Thicket,tree_wood_forest,3306000000,0,NL
3522,Timothee,Timothy,timothy,3301090209,0,NL
6786,"Timothee, graszaad","Timothy, grass seed",timothy,3301090209,0,NL
6787,"Timothee, groenbemesting, vanggewas","Timothy, green manure, catch crop",timothy,3301090209,0,NL
1949,Aardperen,Topinambur,topinambur_jerusalem_artichoke,3301180000,0,NL
2617,Boomgroep,Tree group,tree_lines,3310300000,0,NL
229,Boomkwekerij en vaste planten,Tree nursery and perennials,tree_wood_forest,3306000000,0,NL
314,Triticale,Triticale,triticale,3301010800,0,NL
314,Triticale ,Triticale,triticale,3301010800,0,NL
1004,"Tulp, bloembollen en -knollen",Tulip flower bulbs and tubers,tulips,3301084900,0,NL
985,"Tulp, overige bloemkwekerijgewassen",Tulip other flower nursery crops,tulips,3301084900,0,NL
986,"Tulp, droogbloemen","Tulip, dried flowers",tulips,3301084900,0,NL
1921,Graszoden ,Turf ,sod_turf,3301090207,0,NL
3503,Bladraap,turnip,turnips,3301290800,0,NL
2753,"Raapstelen, productie",Turnip greens production,turnips,3301290800,0,NL
2754,"Raapstelen, zaden en opkweekmateriaal",Turnip greens seeds and propagation material,turnips,3301290800,0,NL
2300,Onbeteelde grond door een teeltverbod/ontheffing,Uncultivated land due to a cultivation ban/exemption,fallow_land_not_crop,3301110000,0,NL
2300,Onbeteelde grond vanwege een teeltverbod/ontheffi*,Uncultivated land due to a cultivation ban/exemption,fallow_land_not_crop,3301110000,0,NL
,Onbeteelde grond vanwege een teeltverbod/ontheffing,Uncultivated land due to a cultivation ban/exemption,fallow_land_not_crop,3301110000,0,NL
2033,"Onbeteelde grond, tijdelijk","Uncultivated land, temporary",fallow_land_not_crop,3301110000,0,NL
1950,Onbekend/gewas niet opgegeven,Unknown/crop not specified,other_arable_land_crops,3301990000,0,NL
1019,"Valeriaan, productie",Valerian production,valerian,3301061238,0,NL
1020,"Valeriaan, zaden en opkweekmateriaal",Valerian seeds and propagation material,valerian,3301061238,0,NL
672,Groenten open grond (inclusief groentezaden),Vegetables open ground (including vegetable seeds),fresh_vegetables,3301070000,0,NL
803,"Wikke, voeder-",vetch feed,vetches,3301090305,0,NL
802,"Wikke, bonte",Vetch variegated,vetches,3301090305,0,NL
2635,Wandelpad over boerenland,Walking path across farmland,non_productive_landscape_elements,3310000000,0,NL
1698,Walnoten,walnuts,walnuts,3303030600,0,NL
2639,"Water, overig","Water, other",wetlands,3310400000,0,NL
6791,"Westerwolds raaigras, groenbemesting, vanggewas","Westerwold ryegrass, green manure, catch crop",lolium_ryegrass,3301090205,0,NL
3513,Westerwolds raaigras,Westerwolds ryegrass,lolium_ryegrass,3301090205,0,NL
6790,"Westerwolds raaigras, graszaad","Westerwolds ryegrass, grass seed",lolium_ryegrass,3301090205,0,NL
234,"Tarwe, zomer-",wheat summer,spring_common_soft_wheat,3301010102,0,NL
233,"Tarwe, winter-",wheat winter,winter_common_soft_wheat,3301010101,0,NL
2789,"Witte kool, productie",White cabbage production,white_cabbage,3301210212,0,NL
2790,"Witte kool, zaden en opkweekmateriaal",White cabbage seeds and propagation material,white_cabbage,3301210212,0,NL
1030,"Wilde marjolein (Oregano), productie",Wild Marjoram (Oregano) production,oregano,3301061226,0,NL
2631,Griendje,Willow coppice,short_rotation_coppice,3306090000,0,NL
795,Wilgenhakhout,Willow coppice,short_rotation_coppice,3306090000,0,NL
2618,"Windhaag, in een perceel fruitteelt","Windbreak, in a fruit growing plot",non_productive_landscape_elements,3310000000,0,NL
1099,Wijndruiven,Wine grapes,vineyards_wine_vine_rebland_grapes,3303060000,0,NL
2786,"Winterpeen, zaden en opkweekmateriaal",Winter carrots seeds and propagation material,carrots_daucus,3301290300,0,NL
1922,"Koolzaad, winter (incl. boterzaad) ",Winter rapeseed (including butter seed) ,winter_rapeseed_rape,3301060401,0,NL
2621,Houtwal en houtsingel,Wood bank and wood belt,hedges,3310200000,0,NL
2619,Bossingel,Woodland,tree_wood_forest,3306000000,0,NL
7122,Yacon,Yacon,root_vegetables,3301290000,0,NL
428,Gele mosterd,Yellow mustard,mustard,3301210100,0,NL
1005,"Zantedeschia, bloembollen en -knollen",Zantedeschia flower bulbs and tubers,flowers_ornamental_plants,3301080000,0,NL
988,"Zantedeschia, overige bloemkwekerijgewassen",Zantedeschia other flower nursery crops,flowers_ornamental_plants,3301080000,0,NL
989,"Zantedeschia, droogbloemen","Zantedeschia, dried flowers",flowers_ornamental_plants,3301080000,0,NL
2723,"Courgette, productie",Zucchini production,zucchini_courgette,3301140600,0,NL
2724,"Courgette, zaden en opkweekmateriaal",Zucchini seeds and propagation material,zucchini_courgette,3301140600,0,NL
